state,loss_type,period,count
NH,PACKAGING DISCREPANCY,2016,0
NH,ROBBERY,2016,3
NJ,BREAK-IN/BURGLARY,2016,9
NJ,CUSTOMER THEFT (OR NON EMPLOYEE),2016,6
NJ,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
NJ,EMPLOYEE THEFT (OR SUSPECTED),2016,58
NJ,LOSS IN TRANSIT,2016,43
NJ,OTHER,2016,169
NJ,PACKAGING DISCREPANCY,2016,0
NJ,ROBBERY,2016,22
NM,BREAK-IN/BURGLARY,2016,12
NM,CUSTOMER THEFT (OR NON EMPLOYEE),2016,3
NM,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
NM,EMPLOYEE THEFT (OR SUSPECTED),2016,36
NM,LOSS IN TRANSIT,2016,29
NM,OTHER,2016,100
NM,PACKAGING DISCREPANCY,2016,0
NM,ROBBERY,2016,8
NV,BREAK-IN/BURGLARY,2016,18
NV,CUSTOMER THEFT (OR NON EMPLOYEE),2016,1
NV,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
NV,EMPLOYEE THEFT (OR SUSPECTED),2016,26
NV,LOSS IN TRANSIT,2016,28
NV,OTHER,2016,90
NV,PACKAGING DISCREPANCY,2016,0
NV,ROBBERY,2016,16
NY,BREAK-IN/BURGLARY,2016,12
NY,CUSTOMER THEFT (OR NON EMPLOYEE),2016,32
NY,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
NY,EMPLOYEE THEFT (OR SUSPECTED),2016,142
NY,HIJACKING OF TRANSPORT VEHICLE,2016,0
NY,LOSS IN TRANSIT,2016,114
NY,OTHER,2016,391
NY,PACKAGING DISCREPANCY,2016,0
NY,ROBBERY,2016,13
OH,BREAK-IN/BURGLARY,2016,26
OH,CUSTOMER THEFT (OR NON EMPLOYEE),2016,27
OH,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
OH,EMPLOYEE THEFT (OR SUSPECTED),2016,179
OH,HIJACKING OF TRANSPORT VEHICLE,2016,0
OH,LOSS IN TRANSIT,2016,1836
OH,OTHER,2016,1495
OH,PACKAGING DISCREPANCY,2016,0
OH,ROBBERY,2016,42
OK,BREAK-IN/BURGLARY,2016,23
OK,CUSTOMER THEFT (OR NON EMPLOYEE),2016,3
OK,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
OK,EMPLOYEE THEFT (OR SUSPECTED),2016,69
OK,HIJACKING OF TRANSPORT VEHICLE,2016,0
OK,LOSS IN TRANSIT,2016,29
OK,OTHER,2016,98
OK,PACKAGING DISCREPANCY,2016,0
OK,ROBBERY,2016,6
OR,BREAK-IN/BURGLARY,2016,10
OR,CUSTOMER THEFT (OR NON EMPLOYEE),2016,1
OR,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
OR,EMPLOYEE THEFT (OR SUSPECTED),2016,32
OR,LOSS IN TRANSIT,2016,42
OR,OTHER,2016,164
OR,PACKAGING DISCREPANCY,2016,0
OR,ROBBERY,2016,11
PA,BREAK-IN/BURGLARY,2016,13
PA,CUSTOMER THEFT (OR NON EMPLOYEE),2016,11
PA,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
PA,EMPLOYEE THEFT (OR SUSPECTED),2016,110
PA,HIJACKING OF TRANSPORT VEHICLE,2016,0
PA,LOSS IN TRANSIT,2016,486
PA,OTHER,2016,399
PA,PACKAGING DISCREPANCY,2016,0
PA,ROBBERY,2016,31
PR,BREAK-IN/BURGLARY,2016,0
PR,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0
PR,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
PR,EMPLOYEE THEFT (OR SUSPECTED),2016,1
PR,HIJACKING OF TRANSPORT VEHICLE,2016,0
PR,LOSS IN TRANSIT,2016,5
PR,OTHER,2016,31
PR,PACKAGING DISCREPANCY,2016,0
PR,ROBBERY,2016,0
RI,BREAK-IN/BURGLARY,2016,0
RI,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0
RI,EMPLOYEE THEFT (OR SUSPECTED),2016,9
RI,LOSS IN TRANSIT,2016,1
RI,OTHER,2016,19
RI,PACKAGING DISCREPANCY,2016,0
RI,ROBBERY,2016,0
SC,BREAK-IN/BURGLARY,2016,27
SC,CUSTOMER THEFT (OR NON EMPLOYEE),2016,7
SC,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
SC,EMPLOYEE THEFT (OR SUSPECTED),2016,71
SC,LOSS IN TRANSIT,2016,463
SC,OTHER,2016,276
SC,PACKAGING DISCREPANCY,2016,0
SC,ROBBERY,2016,12
SD,BREAK-IN/BURGLARY,2016,4
SD,CUSTOMER THEFT (OR NON EMPLOYEE),2016,1
SD,EMPLOYEE THEFT (OR SUSPECTED),2016,6
SD,LOSS IN TRANSIT,2016,1
SD,OTHER,2016,39
SD,PACKAGING DISCREPANCY,2016,0
SD,ROBBERY,2016,1
TN,BREAK-IN/BURGLARY,2016,37
TN,CUSTOMER THEFT (OR NON EMPLOYEE),2016,7
TN,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
TN,EMPLOYEE THEFT (OR SUSPECTED),2016,153
TN,HIJACKING OF TRANSPORT VEHICLE,2016,0
TN,LOSS IN TRANSIT,2016,815
TN,OTHER,2016,354
TN,PACKAGING DISCREPANCY,2016,0
TN,ROBBERY,2016,25
TX,BREAK-IN/BURGLARY,2016,169
TX,CUSTOMER THEFT (OR NON EMPLOYEE),2016,12
TX,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
TX,EMPLOYEE THEFT (OR SUSPECTED),2016,315
TX,HIJACKING OF TRANSPORT VEHICLE,2016,0
TX,LOSS IN TRANSIT,2016,276
TX,OTHER,2016,460
TX,PACKAGING DISCREPANCY,2016,0
TX,ROBBERY,2016,29
UT,BREAK-IN/BURGLARY,2016,4
UT,CUSTOMER THEFT (OR NON EMPLOYEE),2016,2
UT,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
UT,EMPLOYEE THEFT (OR SUSPECTED),2016,26
UT,LOSS IN TRANSIT,2016,52
UT,OTHER,2016,81
UT,PACKAGING DISCREPANCY,2016,0
UT,ROBBERY,2016,5
VA,BREAK-IN/BURGLARY,2016,8
VA,CUSTOMER THEFT (OR NON EMPLOYEE),2016,5
VA,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
VA,EMPLOYEE THEFT (OR SUSPECTED),2016,108
VA,HIJACKING OF TRANSPORT VEHICLE,2016,0
VA,LOSS IN TRANSIT,2016,84
VA,OTHER,2016,251
VA,PACKAGING DISCREPANCY,2016,0
VA,ROBBERY,2016,27
VI,BREAK-IN/BURGLARY,2016,0
VI,EMPLOYEE THEFT (OR SUSPECTED),2016,0
VI,OTHER,2016,0
VT,BREAK-IN/BURGLARY,2016,0
VT,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0
VT,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
VT,EMPLOYEE THEFT (OR SUSPECTED),2016,14
VT,LOSS IN TRANSIT,2016,6
VT,OTHER,2016,16
VT,PACKAGING DISCREPANCY,2016,0
VT,ROBBERY,2016,5
WA,BREAK-IN/BURGLARY,2016,32
WA,CUSTOMER THEFT (OR NON EMPLOYEE),2016,9
WA,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
WA,EMPLOYEE THEFT (OR SUSPECTED),2016,75
WA,LOSS IN TRANSIT,2016,63
WA,OTHER,2016,267
WA,PACKAGING DISCREPANCY,2016,0
WA,ROBBERY,2016,13
WI,BREAK-IN/BURGLARY,2016,7
WI,CUSTOMER THEFT (OR NON EMPLOYEE),2016,5
WI,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
WI,EMPLOYEE THEFT (OR SUSPECTED),2016,51
WI,HIJACKING OF TRANSPORT VEHICLE,2016,0
WI,LOSS IN TRANSIT,2016,24
WI,OTHER,2016,68
WI,PACKAGING DISCREPANCY,2016,0
WI,ROBBERY,2016,6
WV,BREAK-IN/BURGLARY,2016,3
WV,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0
WV,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
WV,EMPLOYEE THEFT (OR SUSPECTED),2016,23
WV,LOSS IN TRANSIT,2016,72
WV,OTHER,2016,46
WV,PACKAGING DISCREPANCY,2016,0
WV,ROBBERY,2016,6
WY,BREAK-IN/BURGLARY,2016,0
WY,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0
WY,"DISASTER (FIRE, WEATHER, ETC.)",2016,0
WY,EMPLOYEE THEFT (OR SUSPECTED),2016,2
WY,LOSS IN TRANSIT,2016,10
WY,OTHER,2016,8
WY,PACKAGING DISCREPANCY,2016,0
WY,ROBBERY,2016,0
AK,BREAK-IN/BURGLARY,2017,1
AK,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
AK,EMPLOYEE THEFT (OR SUSPECTED),2017,12
AK,LOSS IN TRANSIT,2017,4
AK,OTHER,2017,51
AK,PACKAGING DISCREPANCY,2017,0
AK,ROBBERY,2017,0
AL,BREAK-IN/BURGLARY,2017,37
AL,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
AL,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
AL,EMPLOYEE THEFT (OR SUSPECTED),2017,67
AL,HIJACKING OF TRANSPORT VEHICLE,2017,0
AL,LOSS IN TRANSIT,2017,89
AL,OTHER,2017,114
AL,PACKAGING DISCREPANCY,2017,0
AL,ROBBERY,2017,8
AP,EMPLOYEE THEFT (OR SUSPECTED),2017,0
AP,LOSS IN TRANSIT,2017,0
AR,BREAK-IN/BURGLARY,2017,32
AR,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
AR,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
AR,EMPLOYEE THEFT (OR SUSPECTED),2017,52
AR,LOSS IN TRANSIT,2017,115
AR,OTHER,2017,56
AR,PACKAGING DISCREPANCY,2017,0
AR,ROBBERY,2017,2
AS,OTHER,2017,0
AZ,BREAK-IN/BURGLARY,2017,29
AZ,CUSTOMER THEFT (OR NON EMPLOYEE),2017,5
AZ,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
AZ,EMPLOYEE THEFT (OR SUSPECTED),2017,54
AZ,HIJACKING OF TRANSPORT VEHICLE,2017,0
AZ,LOSS IN TRANSIT,2017,3722
AZ,OTHER,2017,333
AZ,PACKAGING DISCREPANCY,2017,0
AZ,ROBBERY,2017,24
CA,BREAK-IN/BURGLARY,2017,323
CA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,30
CA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
CA,EMPLOYEE THEFT (OR SUSPECTED),2017,222
CA,HIJACKING OF TRANSPORT VEHICLE,2017,0
CA,LOSS IN TRANSIT,2017,194
CA,OTHER,2017,1005
CA,PACKAGING DISCREPANCY,2017,0
CA,ROBBERY,2017,270
CO,BREAK-IN/BURGLARY,2017,18
CO,CUSTOMER THEFT (OR NON EMPLOYEE),2017,2
CO,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
CO,EMPLOYEE THEFT (OR SUSPECTED),2017,56
CO,HIJACKING OF TRANSPORT VEHICLE,2017,0
CO,LOSS IN TRANSIT,2017,44
CO,OTHER,2017,231
CO,PACKAGING DISCREPANCY,2017,0
CO,ROBBERY,2017,13
CT,BREAK-IN/BURGLARY,2017,2
CT,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
CT,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
CT,EMPLOYEE THEFT (OR SUSPECTED),2017,105
CT,HIJACKING OF TRANSPORT VEHICLE,2017,0
CT,LOSS IN TRANSIT,2017,12
CT,OTHER,2017,280
CT,PACKAGING DISCREPANCY,2017,0
CT,ROBBERY,2017,0
DC,BREAK-IN/BURGLARY,2017,1
DC,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
DC,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
DC,EMPLOYEE THEFT (OR SUSPECTED),2017,10
DC,LOSS IN TRANSIT,2017,6
DC,OTHER,2017,35
DC,PACKAGING DISCREPANCY,2017,0
DC,ROBBERY,2017,5
DE,BREAK-IN/BURGLARY,2017,0
DE,CUSTOMER THEFT (OR NON EMPLOYEE),2017,2
DE,EMPLOYEE THEFT (OR SUSPECTED),2017,12
DE,LOSS IN TRANSIT,2017,11
DE,OTHER,2017,29
DE,PACKAGING DISCREPANCY,2017,0
DE,ROBBERY,2017,3
FL,BREAK-IN/BURGLARY,2017,60
FL,CUSTOMER THEFT (OR NON EMPLOYEE),2017,21
FL,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
FL,EMPLOYEE THEFT (OR SUSPECTED),2017,200
FL,HIJACKING OF TRANSPORT VEHICLE,2017,0
FL,LOSS IN TRANSIT,2017,217
FL,OTHER,2017,525
FL,PACKAGING DISCREPANCY,2017,0
FL,ROBBERY,2017,35
GA,BREAK-IN/BURGLARY,2017,56
GA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,9
GA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
GA,EMPLOYEE THEFT (OR SUSPECTED),2017,73
GA,LOSS IN TRANSIT,2017,117
GA,OTHER,2017,416
GA,PACKAGING DISCREPANCY,2017,0
GA,ROBBERY,2017,9
GU,BREAK-IN/BURGLARY,2017,1
GU,EMPLOYEE THEFT (OR SUSPECTED),2017,0
GU,OTHER,2017,0
HI,BREAK-IN/BURGLARY,2017,1
HI,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
HI,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
HI,EMPLOYEE THEFT (OR SUSPECTED),2017,3
HI,LOSS IN TRANSIT,2017,5
HI,OTHER,2017,42
HI,PACKAGING DISCREPANCY,2017,0
HI,ROBBERY,2017,0
IA,BREAK-IN/BURGLARY,2017,12
IA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
IA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
IA,EMPLOYEE THEFT (OR SUSPECTED),2017,26
IA,HIJACKING OF TRANSPORT VEHICLE,2017,0
IA,LOSS IN TRANSIT,2017,23
IA,OTHER,2017,71
IA,PACKAGING DISCREPANCY,2017,0
IA,ROBBERY,2017,11
ID,BREAK-IN/BURGLARY,2017,2
ID,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
ID,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
ID,EMPLOYEE THEFT (OR SUSPECTED),2017,11
ID,LOSS IN TRANSIT,2017,25
ID,OTHER,2017,65
ID,PACKAGING DISCREPANCY,2017,0
ID,ROBBERY,2017,1
IL,BREAK-IN/BURGLARY,2017,9
IL,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
IL,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
IL,EMPLOYEE THEFT (OR SUSPECTED),2017,102
IL,LOSS IN TRANSIT,2017,324
IL,OTHER,2017,331
IL,PACKAGING DISCREPANCY,2017,0
IL,ROBBERY,2017,18
IN,BREAK-IN/BURGLARY,2017,11
IN,CUSTOMER THEFT (OR NON EMPLOYEE),2017,11
IN,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
IN,EMPLOYEE THEFT (OR SUSPECTED),2017,113
IN,HIJACKING OF TRANSPORT VEHICLE,2017,0
IN,LOSS IN TRANSIT,2017,104
IN,OTHER,2017,256
IN,PACKAGING DISCREPANCY,2017,0
IN,ROBBERY,2017,24
KS,BREAK-IN/BURGLARY,2017,27
KS,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
KS,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
KS,EMPLOYEE THEFT (OR SUSPECTED),2017,24
KS,HIJACKING OF TRANSPORT VEHICLE,2017,0
KS,LOSS IN TRANSIT,2017,23
KS,OTHER,2017,58
KS,PACKAGING DISCREPANCY,2017,0
KS,ROBBERY,2017,9
KY,BREAK-IN/BURGLARY,2017,25
KY,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
KY,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
KY,EMPLOYEE THEFT (OR SUSPECTED),2017,79
KY,HIJACKING OF TRANSPORT VEHICLE,2017,0
KY,LOSS IN TRANSIT,2017,72
KY,OTHER,2017,136
KY,PACKAGING DISCREPANCY,2017,0
KY,ROBBERY,2017,6
LA,BREAK-IN/BURGLARY,2017,15
LA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
LA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
LA,EMPLOYEE THEFT (OR SUSPECTED),2017,66
LA,HIJACKING OF TRANSPORT VEHICLE,2017,0
LA,LOSS IN TRANSIT,2017,45
LA,OTHER,2017,58
LA,PACKAGING DISCREPANCY,2017,0
LA,ROBBERY,2017,0
MA,BREAK-IN/BURGLARY,2017,5
MA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
MA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MA,EMPLOYEE THEFT (OR SUSPECTED),2017,35
MA,HIJACKING OF TRANSPORT VEHICLE,2017,0
MA,LOSS IN TRANSIT,2017,29
MA,OTHER,2017,196
MA,PACKAGING DISCREPANCY,2017,0
MA,ROBBERY,2017,6
MD,BREAK-IN/BURGLARY,2017,20
MD,CUSTOMER THEFT (OR NON EMPLOYEE),2017,8
MD,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MD,EMPLOYEE THEFT (OR SUSPECTED),2017,70
MD,HIJACKING OF TRANSPORT VEHICLE,2017,0
MD,LOSS IN TRANSIT,2017,23
MD,OTHER,2017,265
MD,PACKAGING DISCREPANCY,2017,0
MD,ROBBERY,2017,50
ME,BREAK-IN/BURGLARY,2017,1
ME,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
ME,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
ME,EMPLOYEE THEFT (OR SUSPECTED),2017,11
ME,LOSS IN TRANSIT,2017,1
ME,OTHER,2017,47
ME,PACKAGING DISCREPANCY,2017,0
ME,ROBBERY,2017,0
MI,BREAK-IN/BURGLARY,2017,85
MI,CUSTOMER THEFT (OR NON EMPLOYEE),2017,5
MI,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MI,EMPLOYEE THEFT (OR SUSPECTED),2017,110
MI,HIJACKING OF TRANSPORT VEHICLE,2017,0
MI,LOSS IN TRANSIT,2017,37
MI,OTHER,2017,576
MI,PACKAGING DISCREPANCY,2017,0
MI,ROBBERY,2017,20
MN,BREAK-IN/BURGLARY,2017,9
MN,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
MN,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MN,EMPLOYEE THEFT (OR SUSPECTED),2017,41
MN,LOSS IN TRANSIT,2017,19
MN,OTHER,2017,145
MN,PACKAGING DISCREPANCY,2017,1
MN,ROBBERY,2017,25
MO,BREAK-IN/BURGLARY,2017,24
MO,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
MO,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MO,EMPLOYEE THEFT (OR SUSPECTED),2017,73
MO,HIJACKING OF TRANSPORT VEHICLE,2017,0
MO,LOSS IN TRANSIT,2017,1511
MO,OTHER,2017,188
MO,PACKAGING DISCREPANCY,2017,0
MO,ROBBERY,2017,4
MP,EMPLOYEE THEFT (OR SUSPECTED),2017,1
MP,LOSS IN TRANSIT,2017,0
MS,BREAK-IN/BURGLARY,2017,17
MS,CUSTOMER THEFT (OR NON EMPLOYEE),2017,2
MS,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
MS,EMPLOYEE THEFT (OR SUSPECTED),2017,45
MS,LOSS IN TRANSIT,2017,63
MS,OTHER,2017,70
MS,PACKAGING DISCREPANCY,2017,0
MS,ROBBERY,2017,2
MT,BREAK-IN/BURGLARY,2017,3
MT,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
MT,EMPLOYEE THEFT (OR SUSPECTED),2017,6
MT,LOSS IN TRANSIT,2017,12
MT,OTHER,2017,43
MT,PACKAGING DISCREPANCY,2017,0
MT,ROBBERY,2017,1
NC,BREAK-IN/BURGLARY,2017,28
NC,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
NC,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NC,EMPLOYEE THEFT (OR SUSPECTED),2017,107
NC,HIJACKING OF TRANSPORT VEHICLE,2017,0
NC,LOSS IN TRANSIT,2017,139
NC,OTHER,2017,330
NC,PACKAGING DISCREPANCY,2017,0
NC,ROBBERY,2017,19
ND,BREAK-IN/BURGLARY,2017,0
ND,CUSTOMER THEFT (OR NON EMPLOYEE),2017,1
ND,EMPLOYEE THEFT (OR SUSPECTED),2017,2
ND,LOSS IN TRANSIT,2017,3
ND,OTHER,2017,16
ND,PACKAGING DISCREPANCY,2017,0
ND,ROBBERY,2017,1
NE,BREAK-IN/BURGLARY,2017,22
NE,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
NE,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NE,EMPLOYEE THEFT (OR SUSPECTED),2017,12
NE,HIJACKING OF TRANSPORT VEHICLE,2017,0
NE,LOSS IN TRANSIT,2017,11
NE,OTHER,2017,69
NE,PACKAGING DISCREPANCY,2017,0
NE,ROBBERY,2017,7
NH,BREAK-IN/BURGLARY,2017,1
NH,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
NH,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NH,EMPLOYEE THEFT (OR SUSPECTED),2017,16
NH,LOSS IN TRANSIT,2017,1
NH,OTHER,2017,76
NH,PACKAGING DISCREPANCY,2017,1
NH,ROBBERY,2017,1
NJ,BREAK-IN/BURGLARY,2017,19
NJ,CUSTOMER THEFT (OR NON EMPLOYEE),2017,7
NJ,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NJ,EMPLOYEE THEFT (OR SUSPECTED),2017,39
NJ,LOSS IN TRANSIT,2017,64
NJ,OTHER,2017,257
NJ,PACKAGING DISCREPANCY,2017,0
NJ,ROBBERY,2017,10
NM,BREAK-IN/BURGLARY,2017,6
NM,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
NM,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NM,EMPLOYEE THEFT (OR SUSPECTED),2017,25
NM,LOSS IN TRANSIT,2017,19
NM,OTHER,2017,61
NM,PACKAGING DISCREPANCY,2017,0
NM,ROBBERY,2017,8
NV,BREAK-IN/BURGLARY,2017,19
NV,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
NV,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NV,EMPLOYEE THEFT (OR SUSPECTED),2017,23
NV,LOSS IN TRANSIT,2017,29
NV,OTHER,2017,88
NV,PACKAGING DISCREPANCY,2017,0
NV,ROBBERY,2017,14
NY,BREAK-IN/BURGLARY,2017,12
NY,CUSTOMER THEFT (OR NON EMPLOYEE),2017,13
NY,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
NY,EMPLOYEE THEFT (OR SUSPECTED),2017,104
NY,HIJACKING OF TRANSPORT VEHICLE,2017,0
NY,LOSS IN TRANSIT,2017,67
NY,OTHER,2017,398
NY,PACKAGING DISCREPANCY,2017,0
NY,ROBBERY,2017,20
OH,BREAK-IN/BURGLARY,2017,16
OH,CUSTOMER THEFT (OR NON EMPLOYEE),2017,20
OH,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
OH,EMPLOYEE THEFT (OR SUSPECTED),2017,201
OH,HIJACKING OF TRANSPORT VEHICLE,2017,0
OH,LOSS IN TRANSIT,2017,1542
OH,OTHER,2017,1256
OH,PACKAGING DISCREPANCY,2017,0
OH,ROBBERY,2017,69
OK,BREAK-IN/BURGLARY,2017,16
OK,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
OK,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
OK,EMPLOYEE THEFT (OR SUSPECTED),2017,60
OK,HIJACKING OF TRANSPORT VEHICLE,2017,0
OK,LOSS IN TRANSIT,2017,24
OK,OTHER,2017,58
OK,PACKAGING DISCREPANCY,2017,0
OK,ROBBERY,2017,6
OR,BREAK-IN/BURGLARY,2017,7
OR,CUSTOMER THEFT (OR NON EMPLOYEE),2017,2
OR,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
OR,EMPLOYEE THEFT (OR SUSPECTED),2017,36
OR,LOSS IN TRANSIT,2017,30
OR,OTHER,2017,203
OR,PACKAGING DISCREPANCY,2017,0
OR,ROBBERY,2017,7
PA,BREAK-IN/BURGLARY,2017,17
PA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,12
PA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
PA,EMPLOYEE THEFT (OR SUSPECTED),2017,115
PA,HIJACKING OF TRANSPORT VEHICLE,2017,0
PA,LOSS IN TRANSIT,2017,535
PA,OTHER,2017,368
PA,PACKAGING DISCREPANCY,2017,0
PA,ROBBERY,2017,14
PR,BREAK-IN/BURGLARY,2017,7
PR,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
PR,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
PR,EMPLOYEE THEFT (OR SUSPECTED),2017,7
PR,HIJACKING OF TRANSPORT VEHICLE,2017,0
PR,LOSS IN TRANSIT,2017,7
PR,OTHER,2017,15
PR,PACKAGING DISCREPANCY,2017,0
PR,ROBBERY,2017,1
RI,BREAK-IN/BURGLARY,2017,1
RI,CUSTOMER THEFT (OR NON EMPLOYEE),2017,2
RI,EMPLOYEE THEFT (OR SUSPECTED),2017,10
RI,LOSS IN TRANSIT,2017,3
RI,OTHER,2017,12
RI,PACKAGING DISCREPANCY,2017,0
RI,ROBBERY,2017,1
SC,BREAK-IN/BURGLARY,2017,8
SC,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
SC,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
SC,EMPLOYEE THEFT (OR SUSPECTED),2017,54
SC,LOSS IN TRANSIT,2017,479
SC,OTHER,2017,486
SC,PACKAGING DISCREPANCY,2017,0
SC,ROBBERY,2017,7
SD,BREAK-IN/BURGLARY,2017,1
SD,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0
SD,EMPLOYEE THEFT (OR SUSPECTED),2017,22
SD,LOSS IN TRANSIT,2017,1
SD,OTHER,2017,65
SD,PACKAGING DISCREPANCY,2017,0
SD,ROBBERY,2017,0
TN,BREAK-IN/BURGLARY,2017,55
TN,CUSTOMER THEFT (OR NON EMPLOYEE),2017,11
TN,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
TN,EMPLOYEE THEFT (OR SUSPECTED),2017,125
TN,HIJACKING OF TRANSPORT VEHICLE,2017,0
TN,LOSS IN TRANSIT,2017,724
TN,OTHER,2017,292
TN,PACKAGING DISCREPANCY,2017,0
TN,ROBBERY,2017,23
TX,BREAK-IN/BURGLARY,2017,213
TX,CUSTOMER THEFT (OR NON EMPLOYEE),2017,5
TX,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
TX,EMPLOYEE THEFT (OR SUSPECTED),2017,295
TX,HIJACKING OF TRANSPORT VEHICLE,2017,0
TX,LOSS IN TRANSIT,2017,208
TX,OTHER,2017,484
TX,PACKAGING DISCREPANCY,2017,0
TX,ROBBERY,2017,59
UT,BREAK-IN/BURGLARY,2017,18
UT,CUSTOMER THEFT (OR NON EMPLOYEE),2017,3
UT,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
UT,EMPLOYEE THEFT (OR SUSPECTED),2017,30
UT,LOSS IN TRANSIT,2017,33
UT,OTHER,2017,83
UT,PACKAGING DISCREPANCY,2017,0
UT,ROBBERY,2017,0
VA,BREAK-IN/BURGLARY,2017,15
VA,CUSTOMER THEFT (OR NON EMPLOYEE),2017,4
VA,"DISASTER (FIRE, WEATHER, ETC.)",2017,0
VA,EMPLOYEE THEFT (OR SUSPECTED),2017,78
