state,business_activity,period,count
IL,CANINE HANDLER,2013,0
IL,DISTRIBUTOR,2013,55
IL,EXPORTER,2013,0
IL,HOSPITAL,2013,60
IL,MANUFACTURER,2013,5
IL,MID LEVEL PRACTITIONER,2013,0
IL,NTP,2013,2
IL,PHARMACY,2013,243
IL,PRACTITIONER,2013,20
IL,RESEARCHER,2013,0
IL,REVERSE DISTRIBUTOR,2013,3
IL,TEACHING INSTITUTION,2013,0
IN,ANALYTICAL LAB,2013,0
IN,CANINE HANDLER,2013,0
IN,DISTRIBUTOR,2013,21
IN,HOSPITAL,2013,87
IN,IMPORTER,2013,0
IN,MANUFACTURER,2013,1
IN,MID LEVEL PRACTITIONER,2013,0
IN,NTP,2013,1
IN,PHARMACY,2013,389
IN,PRACTITIONER,2013,17
IN,RESEARCHER,2013,0
IN,REVERSE DISTRIBUTOR,2013,0
KS,CANINE HANDLER,2013,0
KS,DISTRIBUTOR,2013,2
KS,HOSPITAL,2013,33
KS,MANUFACTURER,2013,1
KS,MID LEVEL PRACTITIONER,2013,2
KS,NTP,2013,0
KS,PHARMACY,2013,97
KS,PRACTITIONER,2013,3
KS,RESEARCHER,2013,0
KY,CANINE HANDLER,2013,1
KY,DISTRIBUTOR,2013,49
KY,EXPORTER,2013,1
KY,HOSPITAL,2013,51
KY,IMPORTER,2013,0
KY,MANUFACTURER,2013,0
KY,MID LEVEL PRACTITIONER,2013,1
KY,NTP,2013,0
KY,PHARMACY,2013,180
KY,PRACTITIONER,2013,8
KY,RESEARCHER,2013,2
LA,DISTRIBUTOR,2013,7
LA,HOSPITAL,2013,95
LA,MID LEVEL PRACTITIONER,2013,1
LA,NTP,2013,0
LA,PHARMACY,2013,119
LA,PRACTITIONER,2013,11
MA,CANINE HANDLER,2013,0
MA,DISTRIBUTOR,2013,25
MA,HOSPITAL,2013,98
MA,MANUFACTURER,2013,2
MA,MID LEVEL PRACTITIONER,2013,3
MA,NTP,2013,3
MA,PHARMACY,2013,278
MA,PRACTITIONER,2013,18
MA,RESEARCHER,2013,6
MD,ANALYTICAL LAB,2013,0
MD,DISTRIBUTOR,2013,9
MD,EXPORTER,2013,0
MD,HOSPITAL,2013,34
MD,MANUFACTURER,2013,0
MD,MID LEVEL PRACTITIONER,2013,0
MD,NTP,2013,2
MD,PHARMACY,2013,1338
MD,PRACTITIONER,2013,22
MD,RESEARCHER,2013,0
ME,DISTRIBUTOR,2013,0
ME,HOSPITAL,2013,27
ME,MID LEVEL PRACTITIONER,2013,0
ME,NTP,2013,1
ME,PHARMACY,2013,53
ME,PRACTITIONER,2013,3
ME,RESEARCHER,2013,0
MI,CANINE HANDLER,2013,0
MI,DISTRIBUTOR,2013,25
MI,EXPORTER,2013,1
MI,HOSPITAL,2013,85
MI,IMPORTER,2013,2
MI,MANUFACTURER,2013,1
MI,MID LEVEL PRACTITIONER,2013,0
MI,NTP,2013,1
MI,PHARMACY,2013,1488
MI,PRACTITIONER,2013,18
MI,RESEARCHER,2013,0
MI,REVERSE DISTRIBUTOR,2013,0
MI,TEACHING INSTITUTION,2013,0
MN,ANALYTICAL LAB,2013,1
MN,CANINE HANDLER,2013,1
MN,DISTRIBUTOR,2013,1
MN,HOSPITAL,2013,72
MN,IMPORTER,2013,0
MN,MANUFACTURER,2013,1
MN,MID LEVEL PRACTITIONER,2013,0
MN,NTP,2013,0
MN,PHARMACY,2013,154
MN,PRACTITIONER,2013,11
MN,RESEARCHER,2013,0
MN,REVERSE DISTRIBUTOR,2013,0
MO,ANALYTICAL LAB,2013,0
MO,CANINE HANDLER,2013,0
MO,DISTRIBUTOR,2013,18
MO,HOSPITAL,2013,126
MO,MANUFACTURER,2013,2
MO,MID LEVEL PRACTITIONER,2013,6
MO,NTP,2013,1
MO,PHARMACY,2013,771
MO,PRACTITIONER,2013,10
MO,RESEARCHER,2013,1
MO,TEACHING INSTITUTION,2013,1
MP,PHARMACY,2013,0
MS,DISTRIBUTOR,2013,31
MS,EXPORTER,2013,0
MS,HOSPITAL,2013,45
MS,MANUFACTURER,2013,2
MS,MID LEVEL PRACTITIONER,2013,0
MS,PHARMACY,2013,106
MS,PRACTITIONER,2013,15
MS,RESEARCHER,2013,0
MT,HOSPITAL,2013,23
MT,MID LEVEL PRACTITIONER,2013,0
MT,NTP,2013,0
MT,PHARMACY,2013,23
MT,PRACTITIONER,2013,1
NC,ANALYTICAL LAB,2013,1
NC,CANINE HANDLER,2013,0
NC,DISTRIBUTOR,2013,39
NC,EXPORTER,2013,1
NC,HOSPITAL,2013,127
NC,IMPORTER,2013,0
NC,MANUFACTURER,2013,6
NC,MID LEVEL PRACTITIONER,2013,39
NC,NTP,2013,1
NC,PHARMACY,2013,351
NC,PRACTITIONER,2013,26
NC,RESEARCHER,2013,1
NC,REVERSE DISTRIBUTOR,2013,0
NC,TEACHING INSTITUTION,2013,0
ND,DISTRIBUTOR,2013,1
ND,HOSPITAL,2013,22
ND,IMPORTER,2013,0
ND,MANUFACTURER,2013,0
ND,NTP,2013,0
ND,PHARMACY,2013,9
ND,PRACTITIONER,2013,0
NE,DISTRIBUTOR,2013,3
NE,HOSPITAL,2013,11
NE,MANUFACTURER,2013,0
NE,MID LEVEL PRACTITIONER,2013,0
NE,PHARMACY,2013,35
NE,PRACTITIONER,2013,0
NE,RESEARCHER,2013,0
NH,DISTRIBUTOR,2013,2
NH,HOSPITAL,2013,32
NH,IMPORTER,2013,0
NH,MID LEVEL PRACTITIONER,2013,0
NH,NTP,2013,0
NH,PHARMACY,2013,185
NH,PRACTITIONER,2013,9
NJ,ANALYTICAL LAB,2013,1
NJ,CANINE HANDLER,2013,0
NJ,DISTRIBUTOR,2013,35
NJ,EXPORTER,2013,0
NJ,HOSPITAL,2013,21
NJ,IMPORTER,2013,0
NJ,MANUFACTURER,2013,2
NJ,MID LEVEL PRACTITIONER,2013,0
NJ,NTP,2013,1
NJ,PHARMACY,2013,167
NJ,PRACTITIONER,2013,28
NJ,RESEARCHER,2013,2
NM,HOSPITAL,2013,90
NM,MANUFACTURER,2013,0
NM,MID LEVEL PRACTITIONER,2013,5
NM,NTP,2013,1
NM,PHARMACY,2013,60
NM,PRACTITIONER,2013,7
NM,TEACHING INSTITUTION,2013,0
NV,DISTRIBUTOR,2013,1
NV,HOSPITAL,2013,30
NV,MANUFACTURER,2013,0
NV,MID LEVEL PRACTITIONER,2013,0
NV,NTP,2013,0
NV,PHARMACY,2013,123
NV,PRACTITIONER,2013,5
NV,RESEARCHER,2013,0
NY,ANALYTICAL LAB,2013,0
NY,DISTRIBUTOR,2013,66
NY,HOSPITAL,2013,85
NY,IMPORTER,2013,0
NY,MANUFACTURER,2013,12
NY,MID LEVEL PRACTITIONER,2013,3
NY,NTP,2013,12
NY,PHARMACY,2013,448
NY,PRACTITIONER,2013,30
NY,RESEARCHER,2013,2
NY,TEACHING INSTITUTION,2013,0
OH,ANALYTICAL LAB,2013,0
OH,DISTRIBUTOR,2013,121
OH,HOSPITAL,2013,202
OH,IMPORTER,2013,0
OH,MANUFACTURER,2013,9
OH,MID LEVEL PRACTITIONER,2013,3
OH,NTP,2013,2
OH,PHARMACY,2013,1665
OH,PRACTITIONER,2013,31
OH,RESEARCHER,2013,0
OH,REVERSE DISTRIBUTOR,2013,0
OH,TEACHING INSTITUTION,2013,0
OK,ANALYTICAL LAB,2013,0
OK,CANINE HANDLER,2013,0
OK,DISTRIBUTOR,2013,20
OK,HOSPITAL,2013,55
OK,MANUFACTURER,2013,5
OK,MID LEVEL PRACTITIONER,2013,7
OK,NTP,2013,0
OK,PHARMACY,2013,109
OK,PRACTITIONER,2013,6
OK,REVERSE DISTRIBUTOR,2013,2
OR,DISTRIBUTOR,2013,1
OR,HOSPITAL,2013,71
OR,MANUFACTURER,2013,0
OR,MID LEVEL PRACTITIONER,2013,0
OR,NTP,2013,0
OR,PHARMACY,2013,83
OR,PRACTITIONER,2013,19
PA,ANALYTICAL LAB,2013,0
PA,DISTRIBUTOR,2013,76
PA,HOSPITAL,2013,195
PA,MANUFACTURER,2013,2
PA,MID LEVEL PRACTITIONER,2013,1
PA,NTP,2013,3
PA,PHARMACY,2013,543
PA,PRACTITIONER,2013,24
PA,RESEARCHER,2013,1
PA,REVERSE DISTRIBUTOR,2013,0
PR,ANALYTICAL LAB,2013,0
PR,CANINE HANDLER,2013,1
PR,DISTRIBUTOR,2013,3
PR,EXPORTER,2013,0
PR,HOSPITAL,2013,0
PR,MANUFACTURER,2013,1
PR,NTP,2013,10
PR,PHARMACY,2013,9
RI,DISTRIBUTOR,2013,4
RI,EXPORTER,2013,0
RI,HOSPITAL,2013,19
RI,MANUFACTURER,2013,0
RI,NTP,2013,0
RI,PHARMACY,2013,46
RI,PRACTITIONER,2013,1
SC,ANALYTICAL LAB,2013,0
SC,CANINE HANDLER,2013,0
SC,DISTRIBUTOR,2013,18
SC,HOSPITAL,2013,44
SC,IMPORTER,2013,0
SC,MANUFACTURER,2013,0
SC,MID LEVEL PRACTITIONER,2013,2
SC,NTP,2013,0
SC,PHARMACY,2013,336
SC,PRACTITIONER,2013,12
SC,RESEARCHER,2013,0
SD,HOSPITAL,2013,35
SD,MID LEVEL PRACTITIONER,2013,0
SD,PHARMACY,2013,21
SD,PRACTITIONER,2013,0
TN,ANALYTICAL LAB,2013,0
TN,DISTRIBUTOR,2013,191
TN,EXPORTER,2013,0
TN,HOSPITAL,2013,223
TN,IMPORTER,2013,0
TN,MANUFACTURER,2013,1
TN,MID LEVEL PRACTITIONER,2013,4
TN,NTP,2013,4
TN,PHARMACY,2013,711
TN,PRACTITIONER,2013,85
TN,RESEARCHER,2013,0
TN,REVERSE DISTRIBUTOR,2013,2
TX,ANALYTICAL LAB,2013,0
TX,CANINE HANDLER,2013,0
TX,DISTRIBUTOR,2013,79
TX,HOSPITAL,2013,250
TX,MANUFACTURER,2013,0
TX,MID LEVEL PRACTITIONER,2013,14
TX,NTP,2013,0
TX,PHARMACY,2013,478
TX,PRACTITIONER,2013,53
TX,RESEARCHER,2013,1
TX,REVERSE DISTRIBUTOR,2013,20
TX,TEACHING INSTITUTION,2013,0
UT,ANALYTICAL LAB,2013,0
UT,DISTRIBUTOR,2013,2
UT,HOSPITAL,2013,45
UT,MANUFACTURER,2013,1
UT,MID LEVEL PRACTITIONER,2013,0
UT,NTP,2013,2
UT,PHARMACY,2013,85
UT,PRACTITIONER,2013,10
UT,RESEARCHER,2013,0
VA,ANALYTICAL LAB,2013,0
VA,CANINE HANDLER,2013,0
VA,DISTRIBUTOR,2013,8
VA,HOSPITAL,2013,69
VA,IMPORTER,2013,0
VA,MANUFACTURER,2013,0
VA,MID LEVEL PRACTITIONER,2013,3
VA,NTP,2013,0
VA,PHARMACY,2013,382
VA,PRACTITIONER,2013,32
VA,RESEARCHER,2013,1
VA,TEACHING INSTITUTION,2013,1
VI,HOSPITAL,2013,0
VI,PHARMACY,2013,1
VT,CANINE HANDLER,2013,0
VT,DISTRIBUTOR,2013,1
VT,HOSPITAL,2013,4
VT,MANUFACTURER,2013,2
VT,MID LEVEL PRACTITIONER,2013,0
VT,NTP,2013,0
VT,PHARMACY,2013,23
VT,PRACTITIONER,2013,2
VT,TEACHING INSTITUTION,2013,0
WA,DISTRIBUTOR,2013,17
WA,HOSPITAL,2013,53
WA,MANUFACTURER,2013,0
WA,MID LEVEL PRACTITIONER,2013,0
WA,NTP,2013,0
WA,PHARMACY,2013,207
WA,PRACTITIONER,2013,30
WA,RESEARCHER,2013,2
WI,DISTRIBUTOR,2013,41
WI,HOSPITAL,2013,32
WI,IMPORTER,2013,0
WI,MID LEVEL PRACTITIONER,2013,0
WI,NTP,2013,0
WI,PHARMACY,2013,112
WI,PRACTITIONER,2013,13
WI,RESEARCHER,2013,0
WI,REVERSE DISTRIBUTOR,2013,58
WV,CANINE HANDLER,2013,0
WV,DISTRIBUTOR,2013,7
WV,HOSPITAL,2013,47
WV,IMPORTER,2013,0
WV,MANUFACTURER,2013,0
WV,MID LEVEL PRACTITIONER,2013,0
WV,NTP,2013,1
WV,PHARMACY,2013,62
WV,PRACTITIONER,2013,3
WY,CANINE HANDLER,2013,0
WY,HOSPITAL,2013,11
WY,IMPORTER,2013,0
WY,MID LEVEL PRACTITIONER,2013,0
WY,PHARMACY,2013,27
WY,PRACTITIONER,2013,2
AK,DISTRIBUTOR,2014,0
AK,HOSPITAL,2014,17
AK,MID LEVEL PRACTITIONER,2014,0
AK,PHARMACY,2014,15
AK,PRACTITIONER,2014,5
AL,ANALYTICAL LAB,2014,0
AL,DISTRIBUTOR,2014,56
AL,EXPORTER,2014,1
AL,HOSPITAL,2014,68
AL,MANUFACTURER,2014,1
AL,MID LEVEL PRACTITIONER,2014,0
AL,NTP,2014,0
AL,PHARMACY,2014,231
AL,PRACTITIONER,2014,11
AL,RESEARCHER,2014,0
AP,HOSPITAL,2014,0
AR,CANINE HANDLER,2014,0
AR,DISTRIBUTOR,2014,44
AR,HOSPITAL,2014,50
AR,MANUFACTURER,2014,0
AR,MID LEVEL PRACTITIONER,2014,0
AR,NTP,2014,0
AR,PHARMACY,2014,96
AR,PRACTITIONER,2014,10
AR,RESEARCHER,2014,0
AS,HOSPITAL,2014,0
AZ,ANALYTICAL LAB,2014,0
AZ,CANINE HANDLER,2014,1
AZ,DISTRIBUTOR,2014,19
AZ,HOSPITAL,2014,84
AZ,MANUFACTURER,2014,2
AZ,MID LEVEL PRACTITIONER,2014,0
AZ,NTP,2014,1
AZ,PHARMACY,2014,2397
AZ,PRACTITIONER,2014,38
AZ,RESEARCHER,2014,0
CA,CANINE HANDLER,2014,0
CA,DISTRIBUTOR,2014,64
CA,EXPORTER,2014,0
CA,HOSPITAL,2014,223
CA,MANUFACTURER,2014,2
CA,MID LEVEL PRACTITIONER,2014,1
CA,NTP,2014,3
CA,PHARMACY,2014,1043
CA,PRACTITIONER,2014,87
CA,RESEARCHER,2014,1
CA,REVERSE DISTRIBUTOR,2014,1
CA,TEACHING INSTITUTION,2014,0
CO,ANALYTICAL LAB,2014,0
CO,CANINE HANDLER,2014,0
CO,DISTRIBUTOR,2014,12
CO,HOSPITAL,2014,152
CO,IMPORTER,2014,0
CO,MANUFACTURER,2014,0
CO,MID LEVEL PRACTITIONER,2014,0
CO,NTP,2014,0
CO,PHARMACY,2014,88
CO,PRACTITIONER,2014,28
CO,RESEARCHER,2014,0
CO,TEACHING INSTITUTION,2014,0
CT,ANALYTICAL LAB,2014,0
CT,CANINE HANDLER,2014,0
CT,DISTRIBUTOR,2014,10
CT,EXPORTER,2014,0
CT,HOSPITAL,2014,23
CT,MANUFACTURER,2014,0
CT,MID LEVEL PRACTITIONER,2014,1
CT,NTP,2014,2
CT,PHARMACY,2014,113
CT,PRACTITIONER,2014,10
CT,RESEARCHER,2014,0
DC,DISTRIBUTOR,2014,0
DC,HOSPITAL,2014,4
DC,MID LEVEL PRACTITIONER,2014,1
DC,PHARMACY,2014,35
DC,PRACTITIONER,2014,1
DC,RESEARCHER,2014,0
DC,TEACHING INSTITUTION,2014,0
DE,ANALYTICAL LAB,2014,1
DE,DISTRIBUTOR,2014,0
DE,HOSPITAL,2014,19
DE,MANUFACTURER,2014,0
DE,NTP,2014,0
DE,PHARMACY,2014,27
DE,PRACTITIONER,2014,0
DE,RESEARCHER,2014,0
FL,ANALYTICAL LAB,2014,0
FL,CANINE HANDLER,2014,0
FL,DISTRIBUTOR,2014,75
FL,EXPORTER,2014,0
FL,HOSPITAL,2014,221
FL,IMPORTER,2014,0
FL,MANUFACTURER,2014,2
FL,MID LEVEL PRACTITIONER,2014,0
FL,NTP,2014,6
FL,PHARMACY,2014,522
FL,PRACTITIONER,2014,73
FL,RESEARCHER,2014,3
FL,REVERSE DISTRIBUTOR,2014,7
GA,ANALYTICAL LAB,2014,0
GA,CANINE HANDLER,2014,0
GA,DISTRIBUTOR,2014,42
GA,EXPORTER,2014,0
GA,HOSPITAL,2014,118
GA,MANUFACTURER,2014,0
GA,MID LEVEL PRACTITIONER,2014,0
GA,NTP,2014,0
GA,PHARMACY,2014,314
GA,PRACTITIONER,2014,24
GA,RESEARCHER,2014,0
GA,REVERSE DISTRIBUTOR,2014,0
GU,HOSPITAL,2014,0
GU,PHARMACY,2014,1
HI,DISTRIBUTOR,2014,2
HI,HOSPITAL,2014,11
HI,NTP,2014,0
HI,PHARMACY,2014,35
HI,PRACTITIONER,2014,5
IA,ANALYTICAL LAB,2014,0
IA,CANINE HANDLER,2014,0
IA,DISTRIBUTOR,2014,3
IA,HOSPITAL,2014,13
IA,MID LEVEL PRACTITIONER,2014,1
IA,NTP,2014,0
IA,PHARMACY,2014,104
IA,PRACTITIONER,2014,11
IA,RESEARCHER,2014,0
ID,CANINE HANDLER,2014,0
ID,DISTRIBUTOR,2014,0
ID,HOSPITAL,2014,33
ID,MID LEVEL PRACTITIONER,2014,0
ID,PHARMACY,2014,62
ID,PRACTITIONER,2014,4
IL,ANALYTICAL LAB,2014,0
IL,CANINE HANDLER,2014,0
IL,DISTRIBUTOR,2014,31
IL,EXPORTER,2014,0
IL,HOSPITAL,2014,85
IL,MANUFACTURER,2014,8
IL,MID LEVEL PRACTITIONER,2014,0
IL,NTP,2014,2
IL,PHARMACY,2014,309
IL,PRACTITIONER,2014,27
IL,RESEARCHER,2014,0
IL,REVERSE DISTRIBUTOR,2014,3
IL,TEACHING INSTITUTION,2014,7
IN,ANALYTICAL LAB,2014,0
IN,CANINE HANDLER,2014,1
IN,DISTRIBUTOR,2014,12
IN,HOSPITAL,2014,123
IN,IMPORTER,2014,0
IN,MANUFACTURER,2014,5
IN,MID LEVEL PRACTITIONER,2014,0
IN,NTP,2014,1
IN,PHARMACY,2014,292
IN,PRACTITIONER,2014,14
IN,RESEARCHER,2014,1
IN,REVERSE DISTRIBUTOR,2014,0
KS,CANINE HANDLER,2014,0
KS,DISTRIBUTOR,2014,2
KS,HOSPITAL,2014,25
KS,MANUFACTURER,2014,2
KS,MID LEVEL PRACTITIONER,2014,5
KS,NTP,2014,0
KS,PHARMACY,2014,72
KS,PRACTITIONER,2014,11
KS,RESEARCHER,2014,0
KY,CANINE HANDLER,2014,0
KY,DISTRIBUTOR,2014,44
KY,EXPORTER,2014,0
KY,HOSPITAL,2014,72
KY,IMPORTER,2014,0
KY,MANUFACTURER,2014,0
KY,MID LEVEL PRACTITIONER,2014,0
KY,NTP,2014,0
KY,PHARMACY,2014,194
KY,PRACTITIONER,2014,6
KY,RESEARCHER,2014,2
LA,DISTRIBUTOR,2014,6
LA,HOSPITAL,2014,73
LA,MID LEVEL PRACTITIONER,2014,2
LA,NTP,2014,0
LA,PHARMACY,2014,129
LA,PRACTITIONER,2014,1
MA,CANINE HANDLER,2014,0
MA,DISTRIBUTOR,2014,25
MA,HOSPITAL,2014,107
MA,MANUFACTURER,2014,1
MA,MID LEVEL PRACTITIONER,2014,0
MA,NTP,2014,2
MA,PHARMACY,2014,202
MA,PRACTITIONER,2014,11
MA,RESEARCHER,2014,1
MD,ANALYTICAL LAB,2014,0
MD,DISTRIBUTOR,2014,5
MD,EXPORTER,2014,0
MD,HOSPITAL,2014,26
MD,MANUFACTURER,2014,0
MD,MID LEVEL PRACTITIONER,2014,0
MD,NTP,2014,3
MD,PHARMACY,2014,318
MD,PRACTITIONER,2014,13
MD,RESEARCHER,2014,1
ME,DISTRIBUTOR,2014,0
ME,HOSPITAL,2014,18
ME,MID LEVEL PRACTITIONER,2014,0
ME,NTP,2014,0
ME,PHARMACY,2014,51
ME,PRACTITIONER,2014,3
ME,RESEARCHER,2014,0
MI,CANINE HANDLER,2014,0
MI,DISTRIBUTOR,2014,23
MI,EXPORTER,2014,0
MI,HOSPITAL,2014,120
MI,IMPORTER,2014,0
MI,MANUFACTURER,2014,0
MI,MID LEVEL PRACTITIONER,2014,1
MI,NTP,2014,1
MI,PHARMACY,2014,1102
MI,PRACTITIONER,2014,18
MI,RESEARCHER,2014,1
MI,REVERSE DISTRIBUTOR,2014,0
MI,TEACHING INSTITUTION,2014,1
MN,ANALYTICAL LAB,2014,0
MN,CANINE HANDLER,2014,0
MN,DISTRIBUTOR,2014,4
MN,HOSPITAL,2014,50
MN,IMPORTER,2014,0
MN,MANUFACTURER,2014,1
MN,MID LEVEL PRACTITIONER,2014,1
MN,NTP,2014,0
MN,PHARMACY,2014,180
MN,PRACTITIONER,2014,15
MN,RESEARCHER,2014,0
MN,REVERSE DISTRIBUTOR,2014,0
MO,ANALYTICAL LAB,2014,0
MO,CANINE HANDLER,2014,0
MO,DISTRIBUTOR,2014,42
MO,HOSPITAL,2014,152
MO,MANUFACTURER,2014,1
MO,MID LEVEL PRACTITIONER,2014,6
MO,NTP,2014,0
MO,PHARMACY,2014,925
MO,PRACTITIONER,2014,9
MO,RESEARCHER,2014,0
MO,TEACHING INSTITUTION,2014,0
MP,PHARMACY,2014,0
MS,DISTRIBUTOR,2014,22
MS,EXPORTER,2014,0
MS,HOSPITAL,2014,39
MS,MANUFACTURER,2014,2
MS,MID LEVEL PRACTITIONER,2014,0
MS,PHARMACY,2014,96
MS,PRACTITIONER,2014,9
MS,RESEARCHER,2014,0
MT,HOSPITAL,2014,15
MT,MID LEVEL PRACTITIONER,2014,0
MT,NTP,2014,0
MT,PHARMACY,2014,47
MT,PRACTITIONER,2014,1
NC,ANALYTICAL LAB,2014,1
NC,CANINE HANDLER,2014,0
NC,DISTRIBUTOR,2014,28
NC,EXPORTER,2014,0
NC,HOSPITAL,2014,138
NC,IMPORTER,2014,0
NC,MANUFACTURER,2014,3
NC,MID LEVEL PRACTITIONER,2014,40
NC,NTP,2014,0
NC,PHARMACY,2014,307
NC,PRACTITIONER,2014,38
NC,RESEARCHER,2014,0
NC,REVERSE DISTRIBUTOR,2014,0
NC,TEACHING INSTITUTION,2014,0
ND,DISTRIBUTOR,2014,0
ND,HOSPITAL,2014,30
ND,IMPORTER,2014,0
ND,MANUFACTURER,2014,0
ND,NTP,2014,0
ND,PHARMACY,2014,24
ND,PRACTITIONER,2014,0
NE,DISTRIBUTOR,2014,6
NE,HOSPITAL,2014,12
NE,MANUFACTURER,2014,0
NE,MID LEVEL PRACTITIONER,2014,0
NE,PHARMACY,2014,36
NE,PRACTITIONER,2014,5
NE,RESEARCHER,2014,1
NH,DISTRIBUTOR,2014,1
NH,HOSPITAL,2014,43
NH,IMPORTER,2014,0
NH,MID LEVEL PRACTITIONER,2014,0
NH,NTP,2014,0
NH,PHARMACY,2014,245
NH,PRACTITIONER,2014,9
NJ,ANALYTICAL LAB,2014,1
NJ,CANINE HANDLER,2014,0
NJ,DISTRIBUTOR,2014,26
NJ,EXPORTER,2014,1
NJ,HOSPITAL,2014,26
NJ,IMPORTER,2014,0
NJ,MANUFACTURER,2014,4
NJ,MID LEVEL PRACTITIONER,2014,1
NJ,NTP,2014,2
NJ,PHARMACY,2014,180
NJ,PRACTITIONER,2014,25
NJ,RESEARCHER,2014,1
NM,HOSPITAL,2014,86
NM,MANUFACTURER,2014,0
NM,MID LEVEL PRACTITIONER,2014,4
NM,NTP,2014,0
NM,PHARMACY,2014,90
NM,PRACTITIONER,2014,3
NM,TEACHING INSTITUTION,2014,0
NV,DISTRIBUTOR,2014,3
NV,HOSPITAL,2014,20
NV,MANUFACTURER,2014,0
NV,MID LEVEL PRACTITIONER,2014,1
NV,NTP,2014,0
NV,PHARMACY,2014,197
NV,PRACTITIONER,2014,14
NV,RESEARCHER,2014,0
NY,ANALYTICAL LAB,2014,0
NY,DISTRIBUTOR,2014,61
NY,HOSPITAL,2014,113
NY,IMPORTER,2014,0
NY,MANUFACTURER,2014,11
NY,MID LEVEL PRACTITIONER,2014,0
NY,NTP,2014,10
NY,PHARMACY,2014,424
NY,PRACTITIONER,2014,44
NY,RESEARCHER,2014,4
NY,TEACHING INSTITUTION,2014,0
OH,ANALYTICAL LAB,2014,0
OH,DISTRIBUTOR,2014,103
OH,HOSPITAL,2014,209
OH,IMPORTER,2014,0
OH,MANUFACTURER,2014,7
OH,MID LEVEL PRACTITIONER,2014,11
OH,NTP,2014,3
OH,PHARMACY,2014,1309
OH,PRACTITIONER,2014,23
OH,RESEARCHER,2014,0
OH,REVERSE DISTRIBUTOR,2014,0
OH,TEACHING INSTITUTION,2014,0
OK,ANALYTICAL LAB,2014,0
OK,CANINE HANDLER,2014,0
OK,DISTRIBUTOR,2014,35
OK,HOSPITAL,2014,99
OK,MANUFACTURER,2014,3
OK,MID LEVEL PRACTITIONER,2014,2
OK,NTP,2014,1
OK,PHARMACY,2014,147
OK,PRACTITIONER,2014,11
OK,REVERSE DISTRIBUTOR,2014,0
OR,DISTRIBUTOR,2014,0
OR,HOSPITAL,2014,33
OR,MANUFACTURER,2014,0
OR,MID LEVEL PRACTITIONER,2014,0
OR,NTP,2014,0
OR,PHARMACY,2014,134
OR,PRACTITIONER,2014,22
PA,ANALYTICAL LAB,2014,0
PA,DISTRIBUTOR,2014,61
PA,HOSPITAL,2014,243
PA,MANUFACTURER,2014,2
PA,MID LEVEL PRACTITIONER,2014,1
PA,NTP,2014,14
PA,PHARMACY,2014,647
PA,PRACTITIONER,2014,39
PA,RESEARCHER,2014,0
PA,REVERSE DISTRIBUTOR,2014,0
PR,ANALYTICAL LAB,2014,0
PR,CANINE HANDLER,2014,0
PR,DISTRIBUTOR,2014,4
PR,EXPORTER,2014,0
PR,HOSPITAL,2014,0
PR,MANUFACTURER,2014,0
PR,NTP,2014,9
PR,PHARMACY,2014,10
RI,DISTRIBUTOR,2014,0
RI,EXPORTER,2014,0
RI,HOSPITAL,2014,11
RI,MANUFACTURER,2014,0
RI,NTP,2014,0
RI,PHARMACY,2014,49
RI,PRACTITIONER,2014,2
SC,ANALYTICAL LAB,2014,0
SC,CANINE HANDLER,2014,0
SC,DISTRIBUTOR,2014,7
SC,HOSPITAL,2014,49
SC,IMPORTER,2014,0
SC,MANUFACTURER,2014,0
SC,MID LEVEL PRACTITIONER,2014,3
SC,NTP,2014,0
SC,PHARMACY,2014,371
SC,PRACTITIONER,2014,23
SC,RESEARCHER,2014,0
SD,HOSPITAL,2014,37
SD,MID LEVEL PRACTITIONER,2014,0
SD,PHARMACY,2014,25
SD,PRACTITIONER,2014,5
TN,ANALYTICAL LAB,2014,0
TN,DISTRIBUTOR,2014,153
TN,EXPORTER,2014,0
TN,HOSPITAL,2014,340
TN,IMPORTER,2014,0
TN,MANUFACTURER,2014,1
TN,MID LEVEL PRACTITIONER,2014,4
TN,NTP,2014,1
TN,PHARMACY,2014,464
TN,PRACTITIONER,2014,99
TN,RESEARCHER,2014,0
TN,REVERSE DISTRIBUTOR,2014,4
TX,ANALYTICAL LAB,2014,0
TX,CANINE HANDLER,2014,2
TX,DISTRIBUTOR,2014,67
TX,HOSPITAL,2014,285
TX,MANUFACTURER,2014,2
TX,MID LEVEL PRACTITIONER,2014,13
TX,NTP,2014,1
TX,PHARMACY,2014,661
TX,PRACTITIONER,2014,49
TX,RESEARCHER,2014,5
TX,REVERSE DISTRIBUTOR,2014,14
TX,TEACHING INSTITUTION,2014,0
UT,ANALYTICAL LAB,2014,0
UT,DISTRIBUTOR,2014,3
UT,HOSPITAL,2014,71
UT,MANUFACTURER,2014,0
UT,MID LEVEL PRACTITIONER,2014,0
UT,NTP,2014,1
UT,PHARMACY,2014,102
UT,PRACTITIONER,2014,9
UT,RESEARCHER,2014,0
VA,ANALYTICAL LAB,2014,0
VA,CANINE HANDLER,2014,0
VA,DISTRIBUTOR,2014,16
VA,HOSPITAL,2014,99
VA,IMPORTER,2014,0
VA,MANUFACTURER,2014,0
VA,MID LEVEL PRACTITIONER,2014,2
VA,NTP,2014,2
VA,PHARMACY,2014,326
VA,PRACTITIONER,2014,28
VA,RESEARCHER,2014,1
